	ActualOutput	Sentence	sentiment
393	-1	what i really want is a $ 1,500 digital slr with a full frame sensor that will take my nikon lenses .	-1
394	-1	some feature i could turn on or off , or some attachment i could get .	-1
395	-1	"one of the calls was on a saturday and when i pressed the guy a bit , he said , "" actually we do n't ship on saturdays "" ."	-1
396	-1	very easy to use .	1
397	-1	you can always spend more money to get a better one .	-1
398	-1	i give it 10 stars !	-1
399	-1	so buy the g3 .	-1
400	-1	as i said , this is the last digital camera i 'll buy , and if you are in the market one , my advice is to buy the best thing you can afford and keep it forever .	-1
401	1	the g3 has a different type of battery charging system from the smaller canon cameras : the battery needs to be charged while in the camera , but the charging system also enables you to use the camera while plugged in without running down the battery .	-1
402	-1	and i let my kids shoot as many pics as they want , let them review them on the camera and just print the good ones ( which are not many ) .	-1
403	1	i have had the nomad jukebox for about three weeks now , and i am very happy with it .	1
404	-1	"if it had the same number of "" ? "" s then it would ask if you want to overwrite another song that just had the same number of "" ? "" s. . ."	-1
405	1	- large easy readable screen	1
406	-1	the good news is if you can 't get it to reset / reboot you can still pull the battery and reinstall it .	-1
407	1	and for those that are intrested the recharger works anywhere in the world ( and is quite small ).	-1
408	-1	within months they stopped supporting the new mac os .	-1
409	-1	all rechargeable batteries lose their holding power over time ( around 2 years ) .	-1
410	-1	if i 'd been paying attention , i would have noticed the 3 month warranty .	-1
411	-1	well in the beginning i was asking around for mp3 players .	-1
412	-1	it ships with a carrying case that has a belt clip on it .	-1
413	-1	you have to skip to the next track when your hated song comes up with the ipod .	-1
414	-1	however , the creative software is not real intuitive .	-1
415	-1	simply not as friendly for functional as an ipod .	-1
416	-1	i shopped around for a month looking for a good mp3 player , and all i heard was how good the i-pod was .	-1
417	-1	this would not be a great problem if you did n't have so much info to scroll through on a regular basis .	-1
418	1	the sound from the player is ok .	-1
419	-1	further , the xtra doubles the maximum filecount capacity to 16000 mp3 .	-1
420	-1	getting the program to install properly has been a living hell experience .	-1
421	-1	my office would not let me put the software on to my work computer .	-1
422	1	the menus are very easy to navigate .	1
423	-1	"is it a coincidence that i no longer can get any of your nomad zen xtras ( worst name ever ) at best buy and now the 60gb nomad xtra is "" sold out "" or more likely "" discontinued "" at the almighty amazon.com ?"	-1
424	-1	i listened to it for several days before needing to recharge them .	-1
425	-1	i did that and re-installed the software but had the same error .	-1
426	1	the bottom line for me is that i am very happy with this product .	1
427	-1	i 'll have to borrow cd 's to rip from friends to even come close to filling the thing .	-1
428	1	i have no complaints with this mp3 player .	-1
429	-1	i purchased it at a retail store , and got an extended warranty .	-1
430	-1	as a portable player , it should feel a bit more durable .	-1
431	1	i do n't always care for gracenotes ' genre listings but it allows easy editing of id3 tags .	-1
432	-1	this thing , while looking pretty cool , is not as sexy as the ipod .	-1
433	1	2 ) storage capacity	-1
434	-1	short warranty ( 3 months , so i got the extended warranty at best buy ) , occasional freeze up ( easily fixed by popping out battery ) , somewhat flimsy navigation wheel .	-1
435	1	+ the memory ( 40 gb ) is staggering .	-1
436	-1	the creative software is awkward / difficult to use and just plain does n't load on some computers .	-1
437	-1	one word of caution with regards to using the nomad with itunes .	-1
438	1	the software could n't be better and the mp3 player works like a dream , i could n't give this anything but a 5 , i wish there was a 6 .	-1
439	1	replacement battery is $ 50 compared to ipod 's $ 150 .	-1
440	1	i must have differing preferences than others here , as i prefer the supplied earbuds to the sony 's that i thought sounded good on other players .	-1
441	-1	i am using musicmatch to rip & catalog ( and if i choose , download ) music ;	-1
442	-1	the case is strong and stylish , but unfortunately lacks a window ( now a big deal ) .	1
443	1	it was easy enough to remove the front plate , and there was only one way the battery could be inserted .	-1
444	1	the appearance is okayed ( at least not ugly ) .	-1
445	-1	before i decided to get this player , i did my research .	-1
446	-1	i 'm not looking forward to ripping my entire collection every month or two .	-1
447	1	the software comes with plenty of defaults genres .	-1
448	1	try before you buy if at all possible : although i am a mac addict now for over a decade and everyone i know has previously bought an ipod , the nomad zen xtra was a far better value and is just as easy to use with regards to both hardware and software interface .	1
449	-1	the only two things that stop me from giving it 5 stars are the ho-hum software that comes with the system , and the traveling case it comes with .	-1
450	-1	i 'm not willing to accept shoddy construction on something i paid over 250 dollars for .	-1
451	-1	when plugged in , it does n't lag the computer like the archos did ... unless you are doing a massive transfer of data in one load .	-1
452	-1	accept that there will be better devices ( or new generations of these ones ) in a year or two that will cost less .	-1
453	-1	loading cds was somewhat time-consuming , but i think it would have been with the ipod as well .	-1
454	1	the battery lasts very long when playing music , but writing files to the player drains the battery fast , so you need to have it plugged into an outlet when sending files .	-1
455	-1	i was in search of a new item to take it 's place as my new mp3 player / harddrive .	-1
456	-1	the black fly wheel feels pretty cheap & is uncomfortable to use .	-1
457	-1	wow , dennis sure is great !	1
458	-1	the panel seems like it will come off very easily as other people have said .	-1
459	1	my two main requirements were longer battery life and lower price : i found both .	-1
460	-1	i believe the napster mp3 player has this feature .	-1
461	-1	there was very little light in there .	-1
462	-1	i tried to play the song three times , with no success .	-1
463	-1	6 . the zen nx battery requires the ac adapter to recharge ; it does not charge by usb cable ; this is not tragic , but usb recharging would be a convenient ( additional ) choice .	-1
